,Unnamed: 0.1,id_folder,dict_additive_factor,dict_multiplication_factor,average_statistic,average_p_value,mean_synergy,mean_not_synergy,dif_mean,description
40,40,40,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 2.6560918146471857, 'betweenness': 4.903087140905125, 'pagerank': 8.091363104429538, 'closeness': 8.266244759963573, 'katz': 6.20071493756082, 'eigenvector': 9.035998376726361, 'eigentrust': 3.8372032278583568}",0.030104107205958342,4.2703798978825336e-08,0.77673416744675,0.7825616808097654,0.005827513363015457,bayes_7_metrics_alpha_00001
41,41,41,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 1.003618224022217, 'betweenness': 6.508280593404406, 'pagerank': 9.790832341279536, 'closeness': 1.4851834486637765, 'katz': 9.267416001797733, 'eigenvector': 7.111619529088866, 'eigentrust': 4.78174312001019}",0.031735029492511335,1.2273880217138154e-09,0.7804577343317364,0.7869974164451703,0.00653968211343392,bayes_7_metrics_alpha_00001
42,42,42,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.652685784766153, 'betweenness': 4.389222832711971, 'pagerank': 3.5701865352612456, 'closeness': 9.764051845224904, 'katz': 6.172403542372921, 'eigenvector': 8.459612271826238, 'eigentrust': 6.442444908766477}",0.027698496833292556,9.010460906013997e-08,0.7775965301842716,0.7828312117332038,0.005234681548932253,bayes_7_metrics_alpha_00001
43,43,43,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 8.780314870491399, 'betweenness': 6.281500065904747, 'pagerank': 3.904128971530718, 'closeness': 7.750195873323939, 'katz': 7.282515236025727, 'eigenvector': 7.795739696209122, 'eigentrust': 8.724824527861381}",0.02820136453831313,1.3196610617855814e-07,0.7705309021360023,0.7762392673604294,0.005708365224427081,bayes_7_metrics_alpha_00001
44,44,44,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 3.8564555136244922, 'betweenness': 7.037099117088285, 'pagerank': 6.597274311282713, 'closeness': 5.0578654277201425, 'katz': 4.613316251225865, 'eigenvector': 4.69730214929967, 'eigentrust': 4.4389247682836555}",0.034793008779798316,1.7102604300630654e-12,0.7803956435506235,0.7867055308679356,0.0063098873173120795,bayes_7_metrics_alpha_00001
45,45,45,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 4.090116157969807, 'betweenness': 4.872225437391379, 'pagerank': 8.178749235627098, 'closeness': 9.764218701345271, 'katz': 4.840309084132295, 'eigenvector': 2.787128995843998, 'eigentrust': 7.1002080229088}",0.03722580119057328,4.476143303233089e-15,0.7714084360148349,0.7779011401385959,0.006492704123761017,bayes_7_metrics_alpha_00001
46,46,46,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 8.694081484276621, 'betweenness': 8.919984597070886, 'pagerank': 5.74943181677872, 'closeness': 9.134577602437348, 'katz': 3.2713003135413077, 'eigenvector': 3.43187435826782, 'eigentrust': 6.96447831137736}",0.033923183560303355,2.982641724251622e-12,0.7672976664115292,0.773881399037124,0.006583732625594863,bayes_7_metrics_alpha_00001
47,47,47,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.11972191634244, 'betweenness': 8.219449756041382, 'pagerank': 5.191388907327828, 'closeness': 6.152396654724457, 'katz': 7.9379551945169915, 'eigenvector': 5.671104647176502, 'eigentrust': 7.5982827275876}",0.030498246758541975,2.456140731194851e-09,0.7680548280374175,0.7744774586897056,0.006422630652288097,bayes_7_metrics_alpha_00001
48,48,48,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 2.6345156619768737, 'betweenness': 4.0842001715795355, 'pagerank': 8.306728279484858, 'closeness': 1.613884135750337, 'katz': 9.845354023574005, 'eigenvector': 1.7166346992842714, 'eigentrust': 4.401317613952899}",0.044333904156133634,3.782295701361076e-21,0.7927552264681498,0.7991732395734726,0.006418013105322862,bayes_7_metrics_alpha_00001
49,49,49,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 4.106548460396935, 'betweenness': 8.874654804603082, 'pagerank': 3.0253596203267614, 'closeness': 7.195719271473489, 'katz': 5.201920204869757, 'eigenvector': 2.4487429313404787, 'eigentrust': 6.125449714708381}",0.04099051346869989,3.1473265367573548e-18,0.7801800777508581,0.7868556971317073,0.006675619380849263,bayes_7_metrics_alpha_00001
